original_sentence,tiiuae-falcon-7b
John buys 3 spools of wire that are 20 feet each.  It takes 4 feet to make a necklace.  How many necklaces can he make?,"John buys 3 spools of wire that are 20 feet each.  It takes 4 feet to make a necklace.  How many necklaces can he make?

The answer is 20.  

The total amount of wire he has is 60 feet.  60 feet are needed to make 20 necklaces.  

So he has 60 - 20 = 40 feet of wire left over.  

If he wants to make 5 necklaces, he will need 5 x 20 = 100 feet of wire.  100 - 80 = 20 feet of wire will remain.  

20 feet of wire + 80 feet of wire = 100 feet of wire total.

He can make 5 necklaces.

So (4 feet) + (20 feet) + (80 feet) = 100 feet.  It's the same. This doesn't make sense. Why does he have 40 feet left over in the first place? It's the left over from the first necklace he made.  He had 60 feet of wire but only used 20.  

Then he made"
James spends 30 minutes twice a day on meditation.  How many hours a week does he spend meditating?,"James spends 30 minutes twice a day on meditation.  How many hours a week does he spend meditating? If the amount of time is measured in hours, it would be 1.5 hours twice a day. Yes, but how many hours a week?  One person says 30 minutes, another says 1.5 hours. The second person is right. 1.5 hours is 1.5 hours. 30 minutes is 1.5 hours. I wish that was the case, but I don't think it is.  1.5 hours is a multiple of 15 minutes, but 30 minutes is not a multiple of 15 minutes.  1.5 hours is not a multiple of 15 minutes. I don't think that's correct. The two are the same thing, in my opinion. If they are the same thing, then I'm not sure what the difference is between the two comments. If you're not sure, how are you sure? Because I am not sure.  I am quite sure, but I don't know why. I think you"
Tom decided to send his wife 2 dozen roses every day for the week.  How many total roses did he send?,"Tom decided to send his wife 2 dozen roses every day for the week.  How many total roses did he send?

Tom sent his wife 3 dozen roses on Monday and 2 dozen roses on Tuesday.

This is a pretty easy problem. Tom sent 5 dozen roses within the week. I know that. I have no idea how to do the rest of the problem. I'm not sure I understand the question. I'm not sure how to do the rest of the problem.  To solve problems of this nature, you need to break the problem down into sub-problems. (This is a basic rule of problem-solving.)

In this case, you have given us the first sub-problem:

Tom sent his wife 3 dozen roses on Monday and 2 dozen roses on Tuesday.

So first, you need to figure out how many roses Tom sent on Monday.

Now that we know that, we can go on to the second sub-problem:

* Tom sent his wife 2 dozen roses every day for the week.
* How many total roses did he send?

So now"
"Susan has 21 cats and Bob has 3 cats. If Susan gives Robert 4 of her cats, how many more cats does Susan have than Bob?","Susan has 21 cats and Bob has 3 cats. If Susan gives Robert 4 of her cats, how many more cats does Susan have than Bob?
1 Answer
Dec 14, 2015
The answer is
Explanation:
Susan has 21 cats. Bob has 3 cats.
Robert has 3 cats.
Susan gives Bob 4 cats.
Susan now has
Impact of this question
1440 views around the world
You can reuse this answer
Creative Commons License
Creative Commons License"
"Violet has 3 more than twice as many nails as Tickletoe. If Violet has 27 nails, how many nails do they have together?","Violet has 3 more than twice as many nails as Tickletoe. If Violet has 27 nails, how many nails do they have together?
When I first saw this, I thought that Violet had 9 nails, but since she has 3 more than twice as many nails as Tickletoe, she must have more than 3 nails.
Violet has (27 - (3(9)) = 27 - 27 = 0 nails.
Tickletoe has 9 nails.
Tickletoe and Violet have 0 nails together."
How much money did you make if you sold 220 chocolate cookies at $1 per cookie and 70 vanilla cookies at $2 per cookie?,"How much money did you make if you sold 220 chocolate cookies at $1 per cookie and 70 vanilla cookies at $2 per cookie?
1 Answer | Add Yours
You would make a total of $332.00 by selling 220 chocolate cookies at $1 a cookie and 70 vanilla cookies at $2 a cookie.
There are 220 chocolate cookies and 70 vanilla cookies. There are 220/70 or 3.14285714285714 cookies in 1 dozen.
220 cookie cost $1.00 a cookie.
70 cookie cost $2.00 a cookie.
There are 220 cookies cost $220.00.
There are 70 cookies cost $140.00.
The total cost is $360.00.
The total profit is $332.00.
We’ve answered 318,911 questions. We can answer yours, too.Ask a question"
Ahmed is 11 years old and Fouad is 26 years old. In how many years will Fouad's age be double Ahmed's current age?,"Ahmed is 11 years old and Fouad is 26 years old. In how many years will Fouad's age be double Ahmed's current age?
6 years
7 years
8 years
9 years
A 16 year old is 2 years older than a 12 year old. In three years, the 16 year old will be 2 years older than the 12 year old. How many years will have passed?
4 years
5 years
7 years
8 years
A man is 12 times as old as his son. In 10 years, the father will be 4 times as old as the son. How old is the son?
40
60
24
36
A man is 4 years younger than his wife. After 4 years, he will be 8 years younger than his wife. How many years has the wife been older than her husband?
12 years
13 years
14 years
15 years
A man is 4 years younger than his son. In 6 years, the son will be 3 years older than the father. How old is the son?
12 years
13 years
14 years
15 years
A boy is "
Megan pays $16 for a shirt that costs $22 before sales. What is the amount of the discount?,"Megan pays $16 for a shirt that costs $22 before sales. What is the amount of the discount?
The discount is 30%.
How much does a shirt cost if it costs $22 less than the original price?
The cost of the shirt is $16.
What is the cost of a shirt if it costs $22 less than the original price?
The cost of the shirt is $16.
What does Megan pay for a shirt?
Megan pays $16 for a shirt that costs $22 before sales. What is the amount of the discount?
How much does a shirt cost if it costs $22 less than the original price?
A shirt costs $16 if it costs $22 less than the original price.
What is the cost of a shirt if it costs $22 less than the original price?
A shirt costs $16 if it costs $22 less than the original price.
What does Megan pay for a shirt?
Megan pays $16 for a shirt that costs $22 before sales. What is the amount of the discount?
How much does a shirt cost"
"Diana is twice as old as Grace is today. If Grace turned 3 a year ago, how old is Diana today?","Diana is twice as old as Grace is today. If Grace turned 3 a year ago, how old is Diana today?
This is a tricky question!
Let's think about it.
3 years ago Grace was 2 years old. So today she is 4 years old.
So how old is Diana?
Diana is older than Grace so she is 5 years old.
That means that Grace turned 4 a year ago and Diana is 5 a year ago.
So Diana is older than Grace.
This question is part of the topic:
Kindergarten"
"Amon & Rhonda combined have 215 marbles. If Amon owns 55 marbles more than Rhonda, how many marbles does Rhonda have?","Amon & Rhonda combined have 215 marbles. If Amon owns 55 marbles more than Rhonda, how many marbles does Rhonda have?
Get your free account and access expert answers to this and thousands of other questions
Looking for something else?
Not the answer you are looking for? Search for more explanations."
"Mitzel spent 35% of her allowance. If she spent $14, how much money is left in her allowance?","Mitzel spent 35% of her allowance. If she spent $14, how much money is left in her allowance?
1 Answer
Answer:
$14
Explanation:
A person spends 35% of her allowance.
Therefore, her allowance is (35% of $14) = $14
Impact of this question
118 views around the world
You can reuse this answer
Creative Commons License
Creative Commons License"
John goes to the market with €100. He buys a roast for €17 and vegetables for €11. How much money does he have left?,"John goes to the market with €100. He buys a roast for €17 and vegetables for €11. How much money does he have left? A. €42. B. €49. C. €51. D. €55. E. €57.
Get your free account and access expert answers to this and thousands of other questions
Looking for something else?
Not the answer you are looking for? Search for more explanations."
"If there are 8 slices in a large pizza, how many slices will remain if Mary orders 2 large pizzas and eats 7 slices?","If there are 8 slices in a large pizza, how many slices will remain if Mary orders 2 large pizzas and eats 7 slices?
1 Answer
Answer:
Explanation:
To solve this problem, we will need to find the difference between the number of slices in a large pizza and the number of slices that Mary ate. The difference between the number of slices in a large pizza and the number of slices eaten is 1:
We will need to subtract 1 from both sides of the equation in order to solve for the variable in the equation.
The number of slices eaten is 7, so we will need to subtract 7 from one side of the equation:
Impact of this question
Creative Commons License"
"John plays at the arcade for 3 hours.  He uses $.50 for every 6 minutes.  How much money did he spend, in dollars?","John plays at the arcade for 3 hours.  He uses $.50 for every 6 minutes.  How much money did he spend, in dollars?

Hint:  John is not a time traveler.  He paid $0.75 for a 3 hour pass. How would you find the time? You have to take into account the time it takes to run around and look for a place to sit. But you are not spending money while you are running around.

Do you know how long it takes for him to sit down? Let's say you have a 2 hour pass, and the arcade has 2 arcade games.

You find one of these, and you sit down. You are in the arcade for 2 hours. You play one of the games for 2 hours. 

Now, you need to find another place to sit. You sit down for 1 hour. You have 1 hour before your 2 hour pass expires, and you have to leave the arcade. 

So in total you have spent 3 hours at the arcade, but you only spent 2 hours playing games. No you don't. John left the arcade "
